Run   obj.function   par_x01   par_x02   par_x03   par_x04   par_x05   par_x06   par_x07   par_x08   par_x09   par_x10   par_x11   par_x12   par_x13   par_x14   par_x15   par_x16   par_x17   par_x18   par_x19   par_x20   par_x21   par_x22   par_x23   par_x24   par_x25   par_x26   par_x27   par_x28   par_x29   par_x32   par_x33   par_x34   par_x35   par_x36   par_x37   par_x38   par_x39   par_x40   par_x53   par_x54   par_x55   par_x56   par_x57   par_x58   par_x59   par_x60   par_x61   par_x62   par_x63   par_x64
1588   -6.46E-01   4.02E-01   1.02E-01   1.59E-01   5.88E-01   3.48E+00   6.60E-02   6.31E+00   4.77E+00   6.92E+00   4.55E-01   9.74E-01   9.28E-01   9.75E-01   7.37E-01   6.11E-01   6.90E-01   1.61E-01   4.57E-02   2.00E-01   5.19E+00   2.75E+01   2.40E-01   4.73E-01   6.83E-02   3.03E-01   3.60E+00   6.86E-02   2.35E-01   3.95E-01   5.98E+00   5.63E+00   4.63E+00   4.50E+00   1.27E-01   -4.44E-01   1.39E+00   1.48E+00   3.42E-02   1.88E-01   3.07E-02   9.14E-02   4.39E-02   6.14E-02   3.55E-02   7.27E+00   3.04E+00   1.60E+01   3.98E+00   9.17E-01   6.83E-01
1589   -7.76E-01   4.02E-01   1.02E-01   1.59E-01   5.88E-01   3.78E+00   6.60E-02   6.45E+00   4.77E+00   6.92E+00   1.99E+00   9.74E-01   7.62E-01   1.00E+00   6.78E-01   6.11E-01   6.90E-01   1.61E-01   4.57E-02   2.00E-01   9.71E+00   7.96E+01   2.40E-01   4.73E-01   5.97E-02   3.03E-01   3.60E+00   1.25E-01   2.35E-01   4.90E-01   5.10E+00   5.63E+00   4.63E+00   4.50E+00   1.27E-01   -4.44E-01   1.87E+00   1.48E+00   3.42E-02   1.84E-01   3.07E-02   9.14E-02   4.39E-02   6.14E-02   3.55E-02   7.27E+00   1.10E+01   1.60E+01   5.61E+00   1.01E+00   4.39E-01
1590   -7.64E-01   4.02E-01   1.02E-01   2.40E-01   5.88E-01   3.78E+00   6.60E-02   6.45E+00   5.44E+00   6.86E+00   1.99E+00   9.74E-01   7.62E-01   1.00E+00   6.38E-01   6.11E-01   7.43E-01   1.61E-01   4.57E-02   2.00E-01   9.71E+00   7.96E+01   2.40E-01   4.73E-01   5.97E-02   3.03E-01   3.60E+00   1.76E-01   2.35E-01   4.90E-01   4.48E+00   5.63E+00   4.63E+00   4.50E+00   2.49E-01   -1.44E-01   1.87E+00   1.47E+00   3.42E-02   1.84E-01   3.07E-02   9.14E-02   4.39E-02   3.39E-02   6.64E-02   7.27E+00   1.10E+01   1.60E+01   5.61E+00   1.01E+00   5.03E-01
1591   -7.71E-01   5.07E-01   1.10E-01   1.59E-01   5.88E-01   3.77E+00   6.98E-02   6.87E+00   4.77E+00   6.18E+00   1.99E+00   9.14E-01   7.62E-01   1.00E+00   6.78E-01   6.11E-01   6.90E-01   1.61E-01   4.57E-02   2.00E-01   9.71E+00   7.96E+01   2.40E-01   4.73E-01   5.97E-02   3.03E-01   3.60E+00   1.25E-01   1.26E-01   4.90E-01   5.10E+00   5.63E+00   4.63E+00   4.77E+00   -3.51E-01   -4.44E-01   1.87E+00   1.48E+00   3.42E-02   1.84E-01   3.07E-02   9.14E-02   4.39E-02   6.14E-02   4.95E-02   6.75E+00   1.10E+01   1.60E+01   5.61E+00   1.01E+00   5.13E-01
1592   -7.56E-01   4.02E-01   2.43E-01   1.59E-01   5.88E-01   3.78E+00   6.60E-02   6.10E+00   4.77E+00   7.00E+00   1.99E+00   9.91E-01   7.64E-01   1.00E+00   7.67E-01   6.11E-01   6.90E-01   1.61E-01   4.57E-02   1.82E-01   9.71E+00   7.96E+01   2.40E-01   4.73E-01   5.97E-02   3.03E-01   3.13E+00   1.25E-01   2.35E-01   4.90E-01   5.10E+00   5.63E+00   4.63E+00   4.50E+00   1.27E-01   -4.44E-01   1.87E+00   1.48E+00   3.42E-02   1.84E-01   3.60E-02   9.14E-02   4.39E-02   6.14E-02   4.66E-02   7.27E+00   1.10E+01   1.60E+01   4.64E+00   1.01E+00   4.39E-01
1593   -7.72E-01   1.94E-01   1.02E-01   1.59E-01   5.88E-01   3.78E+00   6.09E-02   6.45E+00   4.77E+00   6.07E+00   1.99E+00   9.74E-01   7.62E-01   1.00E+00   6.78E-01   6.11E-01   6.90E-01   1.61E-01   9.11E-03   1.45E-01   6.70E+00   7.96E+01   2.40E-01   4.73E-01   5.97E-02   3.20E-01   5.88E+00   1.25E-01   2.35E-01   4.90E-01   5.10E+00   5.63E+00   4.46E+00   4.50E+00   -7.73E-02   -4.44E-01   1.87E+00   1.48E+00   3.42E-02   1.58E-01   3.07E-02   9.14E-02   4.34E-02   6.14E-02   3.55E-02   9.58E+00   1.10E+01   1.60E+01   5.61E+00   9.22E-01   4.87E-01
1594   -7.78E-01   4.02E-01   1.02E-01   1.59E-01   5.88E-01   3.78E+00   6.60E-02   6.45E+00   4.77E+00   6.92E+00   1.99E+00   9.74E-01   7.62E-01   1.00E+00   6.78E-01   6.11E-01   6.90E-01   1.61E-01   4.57E-02   2.00E-01   9.71E+00   7.96E+01   2.62E-01   4.55E-01   5.97E-02   3.03E-01   3.60E+00   1.25E-01   2.35E-01   4.79E-01   5.10E+00   6.02E+00   4.63E+00   4.50E+00   1.27E-01   -4.44E-01   1.82E+00   1.48E+00   1.17E-01   1.84E-01   5.07E-02   9.14E-02   4.39E-02   8.50E-02   3.55E-02   7.27E+00   1.39E+01   1.60E+01   5.61E+00   1.01E+00   4.39E-01
1595   -7.69E-01   4.02E-01   1.02E-01   1.59E-01   5.88E-01   3.94E+00   6.60E-02   6.45E+00   4.77E+00   6.92E+00   8.81E-01   9.74E-01   7.62E-01   8.79E-01   7.30E-01   6.99E-01   6.90E-01   1.65E-01   3.41E-02   1.44E-01   1.24E+01   7.96E+01   3.19E-01   4.94E-01   5.97E-02   3.03E-01   3.60E+00   2.76E-01   3.00E-01   4.79E-01   5.10E+00   6.02E+00   4.63E+00   4.50E+00   2.56E-01   -2.37E-01   1.82E+00   1.48E+00   1.34E-02   1.84E-01   4.59E-02   9.14E-02   4.39E-02   8.50E-02   3.55E-02   7.27E+00   1.39E+01   1.60E+01   2.12E+00   9.51E-01   7.10E-01
1596   -6.53E-01   4.02E-01   1.02E-01   1.59E-01   8.27E-01   3.34E+00   6.60E-02   6.57E+00   4.77E+00   6.92E+00   1.99E+00   9.74E-01   9.56E-01   9.23E-01   6.15E-01   6.11E-01   7.46E-01   1.76E-01   1.25E-02   2.00E-01   9.20E+00   7.96E+01   2.62E-01   4.55E-01   1.51E-01   3.03E-01   3.60E+00   1.25E-01   3.34E-01   4.27E-01   5.10E+00   6.02E+00   4.63E+00   3.97E+00   4.62E-02   -4.44E-01   2.40E+00   1.48E+00   1.06E-01   1.84E-01   5.07E-02   9.14E-02   3.19E-02   8.50E-02   3.55E-02   7.27E+00   1.51E+01   1.60E+01   5.61E+00   1.04E+00   4.39E-01
1597   -7.69E-01   9.01E-01   1.80E-01   1.55E-01   5.88E-01   3.78E+00   6.28E-02   6.45E+00   4.77E+00   6.65E+00   1.99E+00   9.74E-01   7.62E-01   1.00E+00   6.67E-01   6.11E-01   6.90E-01   9.37E-02   4.57E-02   2.00E-01   9.71E+00   7.96E+01   2.62E-01   4.55E-01   5.97E-02   4.00E-01   3.60E+00   1.25E-01   1.17E-02   4.92E-01   5.42E+00   6.02E+00   4.63E+00   4.50E+00   4.59E-01   -4.44E-01   1.82E+00   1.32E+00   1.17E-01   1.84E-01   5.07E-02   9.14E-02   3.39E-02   8.50E-02   2.19E-02   7.27E+00   1.39E+01   1.60E+01   5.61E+00   1.01E+00   4.39E-01
1598   -7.53E-01   4.02E-01   3.00E-01   1.20E-01   5.88E-01   2.62E+00   6.60E-02   6.45E+00   4.77E+00   5.53E+00   1.99E+00   9.74E-01   7.62E-01   1.00E+00   6.78E-01   6.11E-01   6.90E-01   1.61E-01   2.56E-02   1.13E-01   9.71E+00   7.96E+01   2.62E-01   4.55E-01   5.97E-02   3.03E-01   3.60E+00   1.25E-01   2.35E-01   3.22E-01   5.10E+00   6.02E+00   4.63E+00   5.16E+00   1.27E-01   -4.44E-01   1.50E+00   1.48E+00   9.05E-02   1.84E-01   1.00E-01   1.19E-01   4.39E-02   8.50E-02   3.55E-02   7.27E+00   1.39E+01   1.85E+01   5.61E+00   1.01E+00   4.11E-01
1599   -7.73E-01   4.02E-01   1.02E-01   7.67E-01   5.88E-01   3.78E+00   5.99E-02   6.61E+00   2.72E+00   6.62E+00   1.99E+00   9.74E-01   7.62E-01   1.00E+00   6.78E-01   6.11E-01   6.90E-01   1.61E-01   4.57E-02   2.00E-01   7.21E+00   7.96E+01   2.62E-01   4.55E-01   5.97E-02   3.03E-01   3.60E+00   7.00E-02   4.76E-01   4.79E-01   5.10E+00   5.85E+00   4.63E+00   4.58E+00   1.27E-01   -2.58E-01   1.82E+00   1.34E+00   1.17E-01   1.84E-01   5.07E-02   9.14E-02   1.33E-01   8.50E-02   3.55E-02   3.03E+00   1.39E+01   1.60E+01   5.61E+00   1.09E+00   4.39E-01
1600   -7.70E-01   5.41E-01   1.02E-01   1.59E-01   5.88E-01   3.99E+00   6.60E-02   6.45E+00   4.77E+00   6.92E+00   1.99E+00   9.74E-01   7.62E-01   1.00E+00   6.78E-01   6.11E-01   6.90E-01   1.89E-01   5.11E-02   2.00E-01   9.71E+00   6.52E+01   2.62E-01   4.55E-01   5.97E-02   3.03E-01   3.60E+00   1.25E-01   2.35E-01   4.79E-01   5.10E+00   5.65E+00   5.47E+00   4.50E+00   1.27E-01   -4.44E-01   1.82E+00   1.48E+00   1.17E-01   1.84E-01   5.07E-02   1.28E-01   4.39E-02   8.50E-02   3.55E-02   7.27E+00   1.30E+01   1.60E+01   3.11E+00   1.01E+00   4.39E-01
1601   -7.67E-01   4.02E-01   1.02E-01   3.58E-01   2.04E-01   3.77E+00   6.98E-02   6.45E+00   4.77E+00   6.92E+00   2.33E+00   9.74E-01   8.53E-01   1.00E+00   6.78E-01   6.11E-01   6.90E-01   1.61E-01   4.57E-02   1.89E-01   9.71E+00   7.96E+01   2.62E-01   3.42E-01   5.97E-02   3.03E-01   3.60E+00   1.25E-01   2.35E-01   4.37E-01   5.10E+00   6.02E+00   5.48E+00   4.50E+00   1.27E-01   -4.44E-01   1.82E+00   1.48E+00   1.17E-01   1.84E-01   5.07E-02   9.14E-02   4.39E-02   8.50E-02   3.55E-02   7.27E+00   1.39E+01   1.60E+01   7.00E+00   1.01E+00   4.39E-01
1602   -5.70E-01   4.02E-01   1.02E-01   1.59E-01   5.88E-01   3.78E+00   6.60E-02   5.88E+00   4.77E+00   6.48E+00   1.99E+00   9.74E-01   7.62E-01   1.00E+00   6.78E-01   5.59E-01   6.90E-01   1.17E-01   4.57E-02   2.00E-01   9.71E+00   7.96E+01   2.62E-01   4.55E-01   2.04E-01   3.03E-01   3.60E+00   1.25E-01   2.35E-01   4.35E-01   5.10E+00   6.02E+00   4.63E+00   4.50E+00   4.17E-01   -4.44E-01   1.82E+00   1.48E+00   1.17E-01   1.84E-01   3.14E-02   1.14E-01   4.39E-02   8.50E-02   3.55E-02   7.27E+00   1.93E+01   1.60E+01   5.61E+00   1.01E+00   3.79E-01
1603   -7.76E-01   4.02E-01   1.02E-01   2.10E-01   5.88E-01   3.78E+00   6.64E-02   6.45E+00   4.77E+00   6.92E+00   1.99E+00   9.74E-01   7.62E-01   1.00E+00   6.78E-01   5.86E-01   7.59E-01   1.52E-01   4.57E-02   1.84E-01   9.71E+00   7.96E+01   2.62E-01   4.55E-01   5.97E-02   3.03E-01   4.59E+00   1.15E-01   2.35E-01   4.79E-01   5.10E+00   6.02E+00   4.63E+00   4.50E+00   1.27E-01   -4.44E-01   1.82E+00   1.27E+00   7.74E-02   1.48E-01   5.07E-02   9.14E-02   4.36E-02   8.50E-02   3.77E-02   7.27E+00   1.39E+01   1.60E+01   2.50E+00   1.01E+00   4.05E-01
1604   -7.81E-01   4.02E-01   1.02E-01   1.35E-01   5.88E-01   3.88E+00   6.60E-02   6.45E+00   4.77E+00   6.92E+00   6.54E+00   9.74E-01   7.62E-01   1.04E+00   6.78E-01   6.11E-01   6.90E-01   1.61E-01   4.57E-02   2.00E-01   8.42E+00   7.48E+01   1.50E-01   3.93E-01   5.97E-02   3.03E-01   3.88E+00   1.25E-01   2.35E-01   4.79E-01   5.10E+00   6.02E+00   5.85E+00   4.50E+00   1.27E-01   -4.44E-01   1.82E+00   1.48E+00   1.69E-02   8.95E-02   5.07E-02   9.14E-02   9.10E-02   8.50E-02   3.55E-02   7.27E+00   1.39E+01   1.60E+01   6.92E+00   9.34E-01   3.75E-01
1605   -7.74E-01   5.17E-01   1.02E-01   1.35E-01   1.78E-01   3.88E+00   6.66E-02   6.04E+00   5.20E+00   6.92E+00   4.74E+00   7.99E-01   7.62E-01   1.10E+00   6.78E-01   6.11E-01   6.90E-01   1.78E-01   4.57E-02   2.00E-01   8.42E+00   7.48E+01   1.50E-01   3.93E-01   5.97E-02   3.03E-01   2.55E+00   1.25E-01   2.35E-01   4.79E-01   5.10E+00   6.02E+00   5.85E+00   4.50E+00   4.19E-01   -4.44E-01   1.82E+00   1.48E+00   1.69E-02   8.95E-02   5.07E-02   9.14E-02   1.39E-01   8.50E-02   6.49E-02   7.27E+00   8.18E+00   1.60E+01   6.92E+00   8.47E-01   3.62E-01
1606   -7.83E-01   4.02E-01   1.02E-01   1.35E-01   5.88E-01   2.89E+00   6.60E-02   6.71E+00   4.77E+00   6.30E+00   6.54E+00   9.74E-01   7.62E-01   1.04E+00   7.66E-01   5.37E-01   6.90E-01   1.61E-01   4.57E-02   2.00E-01   8.04E+00   6.90E+01   1.50E-01   1.70E-01   5.97E-02   3.88E-01   3.88E+00   1.25E-01   2.35E-01   4.72E-01   5.10E+00   6.02E+00   5.85E+00   4.50E+00   -1.30E-01   -4.44E-01   1.82E+00   1.48E+00   7.19E-02   8.95E-02   5.07E-02   9.14E-02   1.58E-01   8.50E-02   3.55E-02   1.27E+01   1.87E+01   1.63E+01   6.92E+00   8.60E-01   3.75E-01
1607   -7.86E-01   4.02E-01   1.02E-01   2.46E-01   5.88E-01   2.89E+00   5.54E-02   6.71E+00   4.77E+00   6.96E+00   6.54E+00   9.74E-01   7.55E-01   1.04E+00   7.66E-01   5.37E-01   6.90E-01   1.61E-01   4.57E-02   1.27E-01   4.68E-01   7.04E+01   1.50E-01   1.70E-01   5.97E-02   4.61E-01   3.88E+00   1.25E-01   2.35E-01   4.72E-01   5.10E+00   6.02E+00   5.85E+00   4.84E+00   -1.14E-02   -4.44E-01   1.82E+00   1.48E+00   7.19E-02   3.70E-02   5.07E-02   9.14E-02   1.58E-01   8.50E-02   3.55E-02   1.27E+01   1.84E+01   1.63E+01   6.21E+00   8.60E-01   3.60E-01
1608   -7.41E-01   4.02E-01   1.02E-01   2.46E-01   5.88E-01   2.89E+00   5.54E-02   6.71E+00   4.77E+00   6.96E+00   6.54E+00   9.74E-01   7.55E-01   1.04E+00   7.66E-01   5.37E-01   6.90E-01   1.60E-01   7.70E-02   1.27E-01   2.64E+00   7.04E+01   1.50E-01   1.70E-01   8.75E-02   4.61E-01   3.88E+00   5.92E-02   2.35E-01   4.72E-01   5.10E+00   6.02E+00   5.85E+00   4.84E+00   -1.14E-02   -4.44E-01   1.82E+00   9.90E-01   7.19E-02   3.70E-02   5.07E-02   9.14E-02   1.97E-01   8.50E-02   3.55E-02   1.27E+01   1.84E+01   1.19E+01   6.21E+00   8.60E-01   3.60E-01
1609   -7.83E-01   4.02E-01   1.02E-01   2.46E-01   5.88E-01   2.89E+00   5.13E-02   6.71E+00   4.77E+00   6.62E+00   6.54E+00   9.74E-01   7.55E-01   1.04E+00   7.66E-01   5.37E-01   6.90E-01   1.61E-01   4.57E-02   1.48E-01   4.68E-01   7.04E+01   2.20E-01   1.70E-01   5.97E-02   4.61E-01   5.60E+00   1.25E-01   3.27E-01   4.72E-01   5.10E+00   4.65E+00   5.95E+00   4.84E+00   -1.14E-02   -4.44E-01   1.82E+00   1.48E+00   7.19E-02   3.70E-02   5.07E-02   9.14E-02   1.89E-01   6.33E-02   3.55E-02   1.27E+01   1.84E+01   1.63E+01   6.21E+00   8.60E-01   3.60E-01
1610   -7.67E-01   4.02E-01   1.02E-01   2.46E-01   5.88E-01   3.68E+00   5.54E-02   6.05E+00   3.22E+00   5.71E+00   6.54E+00   1.04E+00   7.55E-01   1.04E+00   7.93E-01   5.37E-01   6.90E-01   1.61E-01   4.57E-02   1.27E-01   1.06E+00   6.52E+01   1.50E-01   3.86E-01   5.97E-02   4.61E-01   5.61E+00   1.25E-01   2.35E-01   4.72E-01   5.10E+00   6.02E+00   5.85E+00   4.84E+00   -1.14E-02   -4.44E-01   1.47E+00   1.48E+00   7.19E-02   3.70E-02   5.07E-02   1.66E-01   1.72E-01   8.50E-02   5.99E-02   1.27E+01   1.50E+01   1.63E+01   6.21E+00   8.60E-01   3.60E-01
1611   -7.85E-01   4.02E-01   1.02E-01   2.46E-01   5.88E-01   2.89E+00   5.54E-02   6.71E+00   3.78E+00   6.39E+00   6.54E+00   9.74E-01   7.55E-01   1.04E+00   7.66E-01   5.37E-01   6.90E-01   1.61E-01   4.57E-02   1.27E-01   4.68E-01   7.87E+01   8.04E-02   1.70E-01   5.97E-02   4.82E-01   3.88E+00   1.25E-01   2.35E-01   4.72E-01   4.26E+00   6.19E+00   5.85E+00   4.84E+00   -1.14E-02   -3.21E-01   1.82E+00   1.48E+00   2.00E-01   3.70E-02   5.07E-02   9.14E-02   1.58E-01   8.50E-02   3.55E-02   1.47E+01   1.74E+01   1.96E+01   6.21E+00   8.60E-01   3.60E-01
1612   -7.83E-01   2.87E-01   1.02E-01   2.46E-01   5.88E-01   2.89E+00   5.54E-02   6.71E+00   4.77E+00   6.96E+00   6.78E+00   9.74E-01   7.55E-01   1.00E+00   7.30E-01   5.37E-01   6.90E-01   1.61E-01   4.57E-02   1.27E-01   4.68E-01   7.04E+01   1.50E-01   2.48E-01   5.97E-02   4.61E-01   3.88E+00   1.25E-01   1.74E-01   4.72E-01   5.10E+00   6.02E+00   5.85E+00   4.84E+00   -1.14E-02   -4.44E-01   1.82E+00   1.48E+00   7.74E-02   3.70E-02   5.07E-02   9.46E-02   1.58E-01   8.50E-02   3.55E-02   1.27E+01   1.84E+01   1.63E+01   6.21E+00   8.60E-01   3.60E-01
1613   -7.68E-01   1.74E-01   2.47E-01   2.46E-01   5.26E-01   2.89E+00   5.54E-02   6.71E+00   4.77E+00   6.96E+00   6.54E+00   9.74E-01   7.55E-01   1.04E+00   7.66E-01   5.37E-01   6.90E-01   1.61E-01   4.57E-02   1.27E-01   4.68E-01   9.38E+01   3.67E-02   1.70E-01   5.97E-02   4.61E-01   3.88E+00   1.25E-01   2.35E-01   4.72E-01   5.07E+00   6.02E+00   5.85E+00   3.11E+00   -1.14E-02   -4.44E-01   1.68E+00   1.48E+00   7.19E-02   3.70E-02   5.07E-02   9.14E-02   1.58E-01   8.50E-02   3.55E-02   1.27E+01   1.84E+01   1.63E+01   4.84E+00   8.60E-01   3.60E-01
1614   -7.65E-01   4.02E-01   2.59E-01   2.46E-01   8.98E-02   2.89E+00   5.70E-02   6.71E+00   4.13E+00   6.03E+00   6.54E+00   9.74E-01   7.55E-01   1.04E+00   7.66E-01   5.37E-01   6.90E-01   1.61E-01   4.57E-02   1.07E-01   5.87E-01   7.04E+01   1.50E-01   1.70E-01   5.97E-02   3.47E-01   3.88E+00   1.25E-01   2.35E-01   4.57E-01   5.10E+00   6.02E+00   5.85E+00   4.84E+00   -1.14E-02   -3.49E-01   1.82E+00   1.48E+00   7.19E-02   3.70E-02   5.07E-02   1.29E-01   1.58E-01   1.83E-01   3.55E-02   1.44E+01   1.84E+01   1.63E+01   6.21E+00   8.60E-01   3.60E-01
1615   -7.84E-01   7.55E-01   1.02E-01   2.46E-01   4.79E-01   2.89E+00   5.54E-02   6.71E+00   5.40E+00   6.96E+00   6.54E+00   9.74E-01   7.55E-01   1.04E+00   7.71E-01   5.37E-01   6.90E-01   1.61E-01   1.88E-02   1.27E-01   4.68E-01   9.66E+01   1.50E-01   1.70E-01   5.97E-02   4.61E-01   3.88E+00   3.62E-02   2.35E-01   4.72E-01   5.10E+00   6.36E+00   5.85E+00   4.84E+00   -1.14E-02   -3.36E-01   1.82E+00   1.28E+00   7.25E-02   3.70E-02   5.07E-02   9.14E-02   1.58E-01   2.27E-02   3.55E-02   1.27E+01   1.51E+01   1.63E+01   9.23E+00   8.39E-01   3.60E-01
1616   -7.92E-01   4.02E-01   1.02E-01   1.85E-01   3.27E-01   2.89E+00   4.65E-02   6.91E+00   4.77E+00   6.96E+00   6.54E+00   9.74E-01   7.55E-01   1.04E+00   7.66E-01   5.37E-01   6.90E-01   1.61E-01   4.57E-02   1.27E-01   3.71E+00   7.04E+01   1.50E-01   1.70E-01   5.97E-02   4.61E-01   1.04E+00   1.25E-01   2.35E-01   4.72E-01   6.93E+00   6.02E+00   4.24E+00   4.84E+00   -1.14E-02   -4.44E-01   2.14E+00   1.48E+00   7.19E-02   3.70E-02   3.80E-02   9.14E-02   1.32E-01   8.50E-02   3.55E-02   1.27E+01   1.84E+01   1.60E+01   6.21E+00   8.60E-01   3.60E-01
1617   -7.93E-01   4.02E-01   1.04E-01   1.85E-01   3.27E-01   2.89E+00   4.65E-02   6.91E+00   4.77E+00   6.96E+00   6.54E+00   9.74E-01   7.55E-01   9.81E-01   7.66E-01   5.37E-01   6.90E-01   9.65E-02   4.57E-02   1.27E-01   3.71E+00   7.04E+01   1.50E-01   1.41E-01   5.97E-02   3.61E-01   1.04E+00   1.25E-01   2.35E-01   3.81E-01   6.93E+00   6.96E+00   4.24E+00   4.84E+00   -1.14E-02   -4.44E-01   2.14E+00   1.48E+00   7.19E-02   4.83E-02   3.80E-02   9.14E-02   1.32E-01   8.50E-02   3.55E-02   1.27E+01   1.84E+01   1.60E+01   6.21E+00   8.60E-01   2.56E-01
1618   -7.71E-01   4.02E-01   2.56E-01   1.25E-01   3.27E-01   2.89E+00   4.65E-02   6.91E+00   4.77E+00   6.96E+00   6.54E+00   9.74E-01   7.55E-01   9.81E-01   7.66E-01   5.37E-01   6.90E-01   9.65E-02   4.57E-02   1.27E-01   3.71E+00   7.04E+01   1.50E-01   1.41E-01   5.97E-02   3.61E-01   1.04E+00   7.75E-02   2.35E-01   4.91E-01   6.93E+00   6.96E+00   3.15E+00   4.84E+00   -1.14E-02   -3.53E-01   1.90E+00   1.49E+00   7.19E-02   4.83E-02   3.80E-02   9.14E-02   1.32E-01   8.50E-02   4.66E-02   1.27E+01   1.84E+01   1.90E+01   6.21E+00   8.60E-01   2.56E-01
1619   -7.93E-01   4.02E-01   1.04E-01   1.13E-01   3.27E-01   2.89E+00   4.71E-02   6.91E+00   4.77E+00   5.09E+00   6.88E+00   9.74E-01   7.55E-01   9.81E-01   7.66E-01   5.37E-01   6.90E-01   9.65E-02   4.57E-02   1.27E-01   3.71E+00   7.68E+01   1.50E-01   1.41E-01   5.97E-02   3.61E-01   1.04E+00   9.87E-02   3.11E-01   4.16E-01   5.98E+00   6.25E+00   4.24E+00   4.84E+00   -1.14E-02   -4.44E-01   2.14E+00   1.48E+00   7.19E-02   5.64E-02   3.80E-02   9.14E-02   1.32E-01   8.50E-02   3.55E-02   1.27E+01   1.84E+01   9.19E+00   6.21E+00   8.60E-01   2.56E-01
1620   -7.74E-01   4.02E-01   1.08E-01   1.85E-01   3.27E-01   2.12E+00   4.65E-02   6.91E+00   4.77E+00   6.96E+00   5.28E+00   9.12E-01   8.18E-01   9.81E-01   7.66E-01   5.33E-01   6.90E-01   9.24E-02   1.20E-01   1.27E-01   3.71E+00   7.04E+01   1.50E-01   1.41E-01   5.97E-02   3.61E-01   1.04E+00   1.25E-01   7.58E-02   3.81E-01   5.93E+00   6.55E+00   4.24E+00   5.24E+00   8.91E-02   -4.44E-01   2.14E+00   1.48E+00   5.38E-02   4.83E-02   1.07E-01   9.14E-02   1.32E-01   6.71E-02   3.55E-02   1.27E+01   1.84E+01   1.84E+01   6.21E+00   8.60E-01   6.40E-01
1621   -7.87E-01   4.02E-01   1.04E-01   1.85E-01   3.27E-01   2.94E+00   4.52E-02   6.91E+00   4.77E+00   6.96E+00   6.54E+00   9.74E-01   7.55E-01   9.81E-01   7.66E-01   5.37E-01   6.90E-01   9.65E-02   4.57E-02   1.09E-01   3.71E+00   7.04E+01   1.50E-01   1.41E-01   5.97E-02   3.61E-01   1.04E+00   1.25E-01   2.35E-01   3.81E-01   6.93E+00   6.96E+00   4.24E+00   3.83E+00   -1.14E-02   -4.44E-01   2.09E+00   1.16E+00   7.19E-02   5.71E-02   3.80E-02   9.14E-02   1.32E-01   8.50E-02   3.55E-02   1.27E+01   1.53E+01   1.60E+01   2.64E+00   8.60E-01   2.56E-01
1622   -7.94E-01   1.66E-01   1.04E-01   1.85E-01   3.27E-01   2.89E+00   4.65E-02   6.91E+00   3.02E+00   6.96E+00   6.54E+00   9.74E-01   7.55E-01   9.81E-01   7.66E-01   5.37E-01   7.54E-01   9.65E-02   1.76E-02   1.27E-01   3.71E+00   7.04E+01   1.50E-01   1.41E-01   5.97E-02   3.61E-01   1.04E+00   1.44E-01   2.35E-01   3.81E-01   6.93E+00   6.96E+00   4.24E+00   4.84E+00   -1.14E-02   -4.44E-01   2.14E+00   1.48E+00   7.19E-02   4.83E-02   3.80E-02   9.14E-02   1.32E-01   7.95E-02   3.55E-02   1.29E+01   1.84E+01   1.78E+01   6.21E+00   8.60E-01   2.56E-01
1623   -7.66E-01   1.66E-01   1.04E-01   1.85E-01   3.27E-01   2.45E+00   4.32E-02   6.91E+00   3.02E+00   6.96E+00   6.54E+00   9.74E-01   7.62E-01   9.81E-01   7.75E-01   4.86E-01   7.90E-01   9.65E-02   1.76E-02   1.01E-01   3.71E+00   7.04E+01   3.56E-01   1.41E-01   5.97E-02   3.61E-01   1.77E+00   1.44E-01   2.35E-01   3.81E-01   6.72E+00   6.06E+00   4.24E+00   4.84E+00   -2.71E-01   -3.28E-01   2.93E+00   1.46E+00   7.19E-02   4.83E-02   3.80E-02   9.62E-02   1.32E-01   7.95E-02   3.55E-02   1.25E+01   1.84E+01   1.94E+01   6.21E+00   8.60E-01   2.56E-01
1624   -7.96E-01   1.05E-01   1.04E-01   1.85E-01   3.27E-01   2.89E+00   4.65E-02   6.91E+00   3.02E+00   6.96E+00   4.73E+00   9.74E-01   7.55E-01   9.81E-01   7.66E-01   5.37E-01   5.76E-01   9.66E-02   6.04E-03   1.27E-01   3.71E+00   7.04E+01   1.50E-01   1.51E-01   5.97E-02   3.61E-01   1.04E+00   1.72E-01   2.35E-01   3.81E-01   6.93E+00   6.96E+00   4.24E+00   4.84E+00   -1.14E-02   -4.44E-01   2.14E+00   1.48E+00   7.19E-02   4.83E-02   3.80E-02   9.14E-02   1.32E-01   7.95E-02   3.55E-02   1.29E+01   1.84E+01   1.78E+01   6.21E+00   8.60E-01   2.56E-01
