Run   obj.function   par_x01       par_x02       par_x03       par_x04       par_x05       par_x06       par_x07       par_x08       par_x09       par_x10       par_x11       par_x12       par_x13       par_x14       par_x15       par_x16       par_x17       par_x18       par_x19       par_x20       par_x21       par_x22       par_x23       par_x24       par_x25       par_x26       par_x27       par_x28       par_x29       par_x30       par_x31       par_x32       par_x33       par_x34       par_x35       par_x36       par_x37       par_x38       par_x39       par_x40       par_x41       par_x42       par_x43       par_x44       par_x45       par_x46       par_x47       par_x48       par_x49       par_x50       par_x51       par_x52       par_x53       par_x54       par_x55       par_x56       par_x57       par_x58       par_x59       par_x60       par_x61       par_x62       par_x63       par_x64       
2937  -3.539456E-01  1.034239E-01  1.065907E-01  9.996913E-01  -9.836944E-01  1.999857E-01  4.046991E-02  4.040965E+00  9.651520E-02  5.882019E+00  2.040905E+00  7.505827E-01  1.184251E+00  1.246992E+00  7.966877E-01  6.811564E-01  4.718960E-01  7.759595E-04  2.392119E-02  1.932176E-01  1.072494E+01  3.031169E+01  4.704316E-01  4.817840E-01  3.279397E-01  4.002956E-02  6.005872E+00  4.989797E-01  4.636897E-01  3.790614E-01  8.424062E-01  2.432945E-01  6.983268E+00  6.766954E+00  5.178261E+00  6.886175E+00  -4.878518E-01  -4.008972E-01  1.046216E+00  9.923340E-01  1.880259E-01  1.385836E+00  5.249821E-01  1.062136E+00  4.914534E-01  4.825691E+02  2.063249E+00  4.572146E-02  5.503032E-03  4.930139E-01  4.775977E+00  4.727369E+00  1.194074E+00  1.299278E-01  1.911454E-01  1.967835E-01  1.494115E-01  7.921210E-02  1.954370E-01  6.699962E+00  1.698937E+01  9.792445E+00  1.701462E+01  8.019710E-01  2.011501E-01  
2938  -3.540956E-01  1.034239E-01  1.065907E-01  9.996913E-01  -9.836944E-01  1.999857E-01  4.046991E-02  4.040965E+00  9.651520E-02  5.882019E+00  2.040905E+00  7.505827E-01  1.184251E+00  1.246992E+00  7.966877E-01  6.811564E-01  4.718960E-01  7.759595E-04  2.392119E-02  1.932176E-01  1.072494E+01  3.031169E+01  4.704316E-01  4.817840E-01  3.279397E-01  4.002956E-02  6.005872E+00  4.989797E-01  4.636897E-01  3.790614E-01  8.424062E-01  2.432945E-01  6.983268E+00  6.766954E+00  5.178261E+00  5.734221E+00  -4.878518E-01  -4.008972E-01  1.046216E+00  9.923340E-01  1.880259E-01  1.385836E+00  5.249821E-01  1.062136E+00  4.914534E-01  4.825691E+02  2.063249E+00  4.572146E-02  5.503032E-03  4.930139E-01  4.775977E+00  4.727369E+00  1.418214E+00  1.299278E-01  1.911454E-01  1.967835E-01  1.494115E-01  7.921210E-02  1.954370E-01  6.699962E+00  1.698937E+01  9.792445E+00  1.701462E+01  8.019710E-01  2.011501E-01  
2939  -3.541272E-01  1.034239E-01  1.065907E-01  9.996913E-01  -9.836944E-01  1.999857E-01  4.046991E-02  4.040965E+00  9.651520E-02  5.882019E+00  2.040905E+00  7.505827E-01  1.184251E+00  1.246992E+00  7.966877E-01  7.361403E-01  4.718960E-01  7.759595E-04  2.392119E-02  1.932176E-01  1.072494E+01  3.031169E+01  4.704316E-01  4.817840E-01  3.279397E-01  4.002956E-02  6.005872E+00  4.989797E-01  4.636897E-01  3.790614E-01  8.424062E-01  2.432945E-01  6.983268E+00  6.766954E+00  5.178261E+00  6.886175E+00  -4.878518E-01  -4.008972E-01  1.046216E+00  9.923340E-01  1.880259E-01  1.385836E+00  5.249821E-01  1.062136E+00  4.914534E-01  4.825691E+02  2.063249E+00  4.572146E-02  5.503032E-03  4.930139E-01  4.775977E+00  4.727369E+00  1.418214E+00  1.299278E-01  1.911454E-01  1.967835E-01  1.494115E-01  7.921210E-02  1.954370E-01  6.699962E+00  1.698937E+01  9.792445E+00  1.701462E+01  8.019710E-01  2.011501E-01  
2940  -3.541795E-01  1.034239E-01  1.065907E-01  9.996913E-01  -9.836944E-01  1.999857E-01  4.046991E-02  4.040965E+00  9.651520E-02  5.882019E+00  2.040905E+00  7.505827E-01  1.184251E+00  1.246992E+00  7.966877E-01  6.811564E-01  4.718960E-01  7.759595E-04  2.392119E-02  1.932176E-01  1.072494E+01  3.031169E+01  4.704316E-01  4.817840E-01  3.279397E-01  4.002956E-02  6.005872E+00  4.989797E-01  4.636897E-01  3.790614E-01  8.424062E-01  2.432945E-01  6.983268E+00  6.766954E+00  5.178261E+00  6.886175E+00  -4.878518E-01  -4.008972E-01  1.046216E+00  9.923340E-01  1.880259E-01  1.385836E+00  5.249821E-01  1.062136E+00  4.914534E-01  4.825691E+02  2.063249E+00  4.572146E-02  5.503032E-03  4.930139E-01  4.775977E+00  4.908619E+00  1.418214E+00  1.299278E-01  1.911454E-01  1.967835E-01  1.494115E-01  7.921210E-02  1.954370E-01  6.699962E+00  1.698937E+01  9.792445E+00  1.701462E+01  8.019710E-01  2.011501E-01  
2941  -3.541541E-01  1.034239E-01  1.065907E-01  9.996913E-01  -9.836944E-01  1.999857E-01  4.046991E-02  4.040965E+00  9.651520E-02  5.882019E+00  2.040905E+00  7.505827E-01  1.184251E+00  1.246992E+00  7.966877E-01  6.811564E-01  4.718960E-01  7.759595E-04  2.392119E-02  1.932176E-01  1.072494E+01  3.031169E+01  4.704316E-01  4.817840E-01  3.279397E-01  4.002956E-02  6.005872E+00  4.989797E-01  4.636897E-01  3.790614E-01  8.424062E-01  2.432945E-01  6.983268E+00  6.766954E+00  5.178261E+00  6.444697E+00  -4.878518E-01  -4.008972E-01  1.046216E+00  9.923340E-01  1.880259E-01  1.385836E+00  5.249821E-01  1.062136E+00  4.914534E-01  4.825691E+02  2.063249E+00  4.572146E-02  5.503032E-03  4.930139E-01  4.775977E+00  4.908619E+00  1.418214E+00  1.299278E-01  1.911454E-01  1.967835E-01  1.494115E-01  7.921210E-02  1.954370E-01  6.699962E+00  1.698937E+01  9.792445E+00  1.701462E+01  8.019710E-01  2.011501E-01  
2942  -3.431688E-01  1.034239E-01  3.924513E-01  9.996913E-01  -9.836944E-01  1.999857E-01  4.046991E-02  4.040965E+00  9.651520E-02  5.882019E+00  2.040905E+00  7.505827E-01  1.184251E+00  1.246992E+00  7.966877E-01  6.811564E-01  4.718960E-01  7.759595E-04  2.392119E-02  1.932176E-01  1.072494E+01  3.031169E+01  4.704316E-01  4.817840E-01  3.279397E-01  4.002956E-02  6.005872E+00  4.989797E-01  4.636897E-01  3.790614E-01  8.424062E-01  2.432945E-01  6.983268E+00  6.766954E+00  5.178261E+00  6.886175E+00  -4.878518E-01  -4.008972E-01  1.046216E+00  9.923340E-01  1.880259E-01  1.385836E+00  5.249821E-01  1.062136E+00  4.914534E-01  4.825691E+02  2.063249E+00  4.572146E-02  5.503032E-03  4.930139E-01  4.775977E+00  4.908619E+00  1.418214E+00  1.299278E-01  1.911454E-01  1.967835E-01  1.494115E-01  7.921210E-02  1.954370E-01  6.699962E+00  1.698937E+01  9.792445E+00  1.701462E+01  8.019710E-01  2.011501E-01  
2943  -3.541802E-01  1.034239E-01  1.065907E-01  9.996913E-01  -9.836944E-01  1.999857E-01  4.046991E-02  4.040965E+00  9.651520E-02  5.882019E+00  2.040905E+00  7.505827E-01  1.184251E+00  1.246992E+00  7.966877E-01  6.811564E-01  4.718960E-01  7.759595E-04  2.392119E-02  1.932176E-01  1.072494E+01  3.031169E+01  4.704316E-01  4.817840E-01  3.279397E-01  4.002956E-02  6.005872E+00  4.989797E-01  4.636897E-01  3.790614E-01  8.424062E-01  2.432945E-01  6.983268E+00  6.766954E+00  5.178261E+00  6.886175E+00  -4.878518E-01  -4.008972E-01  1.046216E+00  9.923340E-01  1.880259E-01  1.417217E+00  5.249821E-01  1.062136E+00  4.914534E-01  4.825691E+02  2.063249E+00  4.572146E-02  5.503032E-03  4.930139E-01  4.775977E+00  4.908619E+00  1.418214E+00  1.299278E-01  1.911454E-01  1.967835E-01  1.494115E-01  7.921210E-02  1.954370E-01  6.699962E+00  1.698937E+01  9.792445E+00  1.701462E+01  8.019710E-01  2.011501E-01  
2944  -3.469167E-01  1.034239E-01  1.065907E-01  9.996913E-01  -9.836944E-01  1.999857E-01  4.046991E-02  4.040965E+00  1.173531E+00  5.882019E+00  2.040905E+00  7.505827E-01  1.184251E+00  1.246992E+00  7.966877E-01  6.811564E-01  4.718960E-01  7.759595E-04  2.392119E-02  1.932176E-01  1.072494E+01  3.031169E+01  4.704316E-01  4.817840E-01  3.279397E-01  4.002956E-02  6.005872E+00  4.989797E-01  4.636897E-01  3.790614E-01  8.424062E-01  2.432945E-01  6.983268E+00  6.766954E+00  5.178261E+00  6.886175E+00  -4.878518E-01  -4.008972E-01  1.046216E+00  9.923340E-01  1.880259E-01  1.417217E+00  5.249821E-01  1.062136E+00  4.914534E-01  4.825691E+02  2.063249E+00  4.572146E-02  5.503032E-03  4.930139E-01  4.775977E+00  4.908619E+00  1.418214E+00  1.299278E-01  1.911454E-01  1.967835E-01  1.494115E-01  7.921210E-02  1.954370E-01  6.699962E+00  1.698937E+01  9.792445E+00  1.701462E+01  8.019710E-01  2.011501E-01  
2945  -3.537833E-01  1.034239E-01  1.065907E-01  9.996913E-01  -9.836944E-01  1.999857E-01  4.046991E-02  4.040965E+00  9.651520E-02  5.882019E+00  2.040905E+00  7.505827E-01  1.184251E+00  1.246992E+00  7.966877E-01  6.811564E-01  4.718960E-01  7.759595E-04  2.392119E-02  1.932176E-01  1.072494E+01  3.031169E+01  4.704316E-01  4.817840E-01  3.279397E-01  4.002956E-02  6.005872E+00  4.989797E-01  4.636897E-01  3.790614E-01  8.424062E-01  2.432945E-01  6.983268E+00  6.766954E+00  5.178261E+00  6.886175E+00  -4.878518E-01  -4.008972E-01  1.046216E+00  9.923340E-01  1.880259E-01  1.417217E+00  5.249821E-01  1.062136E+00  4.914534E-01  4.825691E+02  2.063249E+00  4.572146E-02  5.503032E-03  5.724282E-01  4.775977E+00  4.908619E+00  1.418214E+00  1.299278E-01  1.911454E-01  1.967835E-01  1.494115E-01  7.921210E-02  1.954370E-01  6.699962E+00  1.698937E+01  9.792445E+00  1.701462E+01  8.019710E-01  2.011501E-01  
2946  -3.541321E-01  1.034239E-01  1.065907E-01  9.996913E-01  -9.836944E-01  1.999857E-01  4.046991E-02  4.040965E+00  9.651520E-02  5.882019E+00  2.040905E+00  7.505827E-01  1.240785E+00  1.246992E+00  7.966877E-01  6.811564E-01  4.718960E-01  7.759595E-04  2.392119E-02  1.932176E-01  1.072494E+01  3.031169E+01  4.704316E-01  4.817840E-01  3.279397E-01  4.002956E-02  6.005872E+00  4.989797E-01  4.636897E-01  3.790614E-01  8.424062E-01  2.432945E-01  6.983268E+00  6.766954E+00  5.178261E+00  6.886175E+00  -4.878518E-01  -4.008972E-01  1.046216E+00  9.923340E-01  1.880259E-01  1.417217E+00  5.249821E-01  1.062136E+00  4.914534E-01  4.825691E+02  2.063249E+00  4.572146E-02  5.503032E-03  4.930139E-01  4.775977E+00  4.908619E+00  1.418214E+00  1.299278E-01  1.911454E-01  1.967835E-01  1.494115E-01  7.921210E-02  1.954370E-01  1.120850E+01  1.698937E+01  9.792445E+00  1.701462E+01  8.019710E-01  2.011501E-01  
2947  -3.541665E-01  1.034239E-01  1.065907E-01  9.996913E-01  -9.836944E-01  1.999857E-01  4.046991E-02  4.040965E+00  9.651520E-02  5.882019E+00  2.040905E+00  7.505827E-01  1.184251E+00  1.246992E+00  7.966877E-01  6.811564E-01  4.718960E-01  7.759595E-04  2.392119E-02  1.932176E-01  1.072494E+01  3.031169E+01  4.704316E-01  4.817840E-01  3.279397E-01  4.002956E-02  6.005872E+00  4.989797E-01  4.636897E-01  3.790614E-01  8.424062E-01  2.432945E-01  6.983268E+00  6.766954E+00  5.178261E+00  6.886175E+00  -4.878518E-01  -4.008972E-01  1.046216E+00  9.923340E-01  1.880259E-01  8.412416E-01  5.249821E-01  1.062136E+00  4.914534E-01  4.825691E+02  2.063249E+00  4.572146E-02  5.503032E-03  4.930139E-01  4.775977E+00  4.908619E+00  1.418214E+00  1.299278E-01  1.911454E-01  1.967835E-01  1.494115E-01  7.921210E-02  1.954370E-01  6.699962E+00  1.698937E+01  9.792445E+00  1.701462E+01  8.019710E-01  2.011501E-01  
2948  -3.541695E-01  1.034239E-01  1.065907E-01  9.996913E-01  -9.836944E-01  1.999857E-01  4.060319E-02  4.040965E+00  9.651520E-02  5.882019E+00  2.040905E+00  7.505827E-01  1.184251E+00  1.246992E+00  7.966877E-01  6.811564E-01  4.718960E-01  7.759595E-04  2.392119E-02  1.932176E-01  1.072494E+01  3.031169E+01  4.704316E-01  4.817840E-01  3.279397E-01  4.002956E-02  6.005872E+00  4.989797E-01  4.636897E-01  3.790614E-01  8.424062E-01  2.432945E-01  6.983268E+00  6.766954E+00  5.178261E+00  6.886175E+00  -4.878518E-01  -4.008972E-01  1.046216E+00  9.923340E-01  1.880259E-01  1.417217E+00  5.249821E-01  1.062136E+00  4.914534E-01  4.825691E+02  2.063249E+00  4.572146E-02  5.503032E-03  4.930139E-01  4.775977E+00  4.908619E+00  1.418214E+00  1.299278E-01  1.911454E-01  1.967835E-01  1.494115E-01  7.921210E-02  1.954370E-01  6.699962E+00  1.698937E+01  9.792445E+00  1.701462E+01  8.019710E-01  2.011501E-01  
2949  -3.541254E-01  1.034239E-01  1.065907E-01  9.996913E-01  -9.836944E-01  1.999857E-01  4.046991E-02  4.040965E+00  9.651520E-02  5.882019E+00  2.040905E+00  7.505827E-01  1.184251E+00  1.246992E+00  7.966877E-01  7.674989E-01  4.718960E-01  7.759595E-04  2.392119E-02  1.932176E-01  1.072494E+01  3.031169E+01  4.704316E-01  4.817840E-01  3.279397E-01  4.002956E-02  6.005872E+00  4.989797E-01  4.636897E-01  3.790614E-01  8.424062E-01  2.432945E-01  6.983268E+00  6.766954E+00  5.178261E+00  6.886175E+00  -4.878518E-01  -4.008972E-01  1.046216E+00  9.923340E-01  1.880259E-01  1.417217E+00  5.249821E-01  1.062136E+00  4.914534E-01  4.825691E+02  2.063249E+00  4.572146E-02  5.503032E-03  4.930139E-01  4.775977E+00  4.908619E+00  1.418214E+00  1.299278E-01  1.911454E-01  1.967835E-01  1.494115E-01  7.921210E-02  1.954370E-01  6.699962E+00  1.698937E+01  9.792445E+00  1.701462E+01  8.019710E-01  2.011501E-01  
2950  -3.335322E-01  1.034239E-01  1.065907E-01  9.101421E-01  -9.836944E-01  1.999857E-01  4.046991E-02  4.040965E+00  9.651520E-02  5.882019E+00  2.040905E+00  7.505827E-01  1.184251E+00  1.246992E+00  7.966877E-01  6.811564E-01  4.718960E-01  7.759595E-04  2.392119E-02  1.932176E-01  1.072494E+01  3.031169E+01  4.704316E-01  4.817840E-01  3.279397E-01  4.002956E-02  6.005872E+00  4.989797E-01  4.636897E-01  3.790614E-01  8.424062E-01  2.432945E-01  6.983268E+00  6.766954E+00  5.178261E+00  6.886175E+00  -4.878518E-01  -4.008972E-01  1.046216E+00  9.923340E-01  1.880259E-01  1.417217E+00  5.249821E-01  1.062136E+00  4.914534E-01  4.825691E+02  2.063249E+00  4.572146E-02  5.503032E-03  4.930139E-01  4.775977E+00  4.908619E+00  1.418214E+00  1.299278E-01  1.911454E-01  1.967835E-01  1.494115E-01  7.921210E-02  1.954370E-01  6.699962E+00  1.698937E+01  9.792445E+00  1.701462E+01  8.019710E-01  2.011501E-01  
2951  -1.391352E-01  1.034239E-01  1.065907E-01  9.996913E-01  -9.836944E-01  1.999857E-01  4.046991E-02  4.040965E+00  9.651520E-02  5.882019E+00  2.040905E+00  7.505827E-01  1.184251E+00  1.246992E+00  7.966877E-01  6.811564E-01  4.718960E-01  7.759595E-04  2.392119E-02  1.932176E-01  1.072494E+01  2.041677E+00  4.704316E-01  4.817840E-01  3.279397E-01  4.002956E-02  6.005872E+00  4.989797E-01  4.636897E-01  3.790614E-01  8.424062E-01  2.432945E-01  6.983268E+00  6.766954E+00  5.178261E+00  6.886175E+00  -4.878518E-01  -4.008972E-01  1.046216E+00  9.923340E-01  1.880259E-01  1.417217E+00  5.249821E-01  1.062136E+00  4.914534E-01  4.825691E+02  2.063249E+00  4.572146E-02  5.503032E-03  4.930139E-01  4.775977E+00  4.908619E+00  1.418214E+00  1.299278E-01  1.911454E-01  1.967835E-01  1.494115E-01  7.921210E-02  1.954370E-01  6.699962E+00  1.698937E+01  9.792445E+00  1.701462E+01  8.019710E-01  2.011501E-01  
2952  -3.541753E-01  1.034239E-01  1.065907E-01  9.996913E-01  -9.836944E-01  1.999857E-01  4.046991E-02  4.040965E+00  9.651520E-02  5.882019E+00  2.040905E+00  7.505827E-01  1.184251E+00  1.246992E+00  7.966877E-01  6.811564E-01  4.718960E-01  7.759595E-04  2.392119E-02  1.932176E-01  1.072494E+01  3.031169E+01  4.704316E-01  4.817840E-01  3.279397E-01  4.002956E-02  6.005872E+00  4.989797E-01  4.636897E-01  3.790614E-01  8.424062E-01  2.432945E-01  6.983268E+00  6.766954E+00  5.178261E+00  6.886175E+00  -4.878518E-01  -4.008972E-01  1.046216E+00  9.923340E-01  1.880259E-01  1.417217E+00  5.249821E-01  1.062136E+00  4.914534E-01  4.825691E+02  2.063249E+00  4.572146E-02  5.503032E-03  4.930139E-01  4.775977E+00  4.908619E+00  1.418214E+00  1.299278E-01  1.911454E-01  1.967835E-01  1.494115E-01  7.921210E-02  1.954370E-01  6.699962E+00  1.698937E+01  9.792445E+00  1.597373E+01  8.019710E-01  2.011501E-01  
2953  -3.541802E-01  1.034239E-01  1.065907E-01  9.996913E-01  -9.836944E-01  1.999857E-01  4.046991E-02  4.040965E+00  9.651520E-02  5.882019E+00  2.040905E+00  7.505827E-01  1.184251E+00  1.246992E+00  7.966877E-01  6.811564E-01  4.718960E-01  7.759595E-04  2.392119E-02  1.932176E-01  1.072494E+01  3.031169E+01  4.704316E-01  4.817840E-01  3.279397E-01  4.002956E-02  6.005872E+00  4.989797E-01  4.636897E-01  3.790614E-01  8.424062E-01  2.432945E-01  6.983268E+00  6.766954E+00  5.178261E+00  6.886175E+00  -4.878518E-01  -4.008972E-01  1.046216E+00  9.923340E-01  1.880259E-01  1.417217E+00  5.249821E-01  1.062136E+00  4.914534E-01  4.825691E+02  2.063249E+00  4.572146E-02  5.503032E-03  4.930139E-01  4.775977E+00  4.908619E+00  1.418214E+00  1.299278E-01  1.769570E-01  1.967835E-01  1.494115E-01  7.921210E-02  1.954370E-01  6.699962E+00  1.698937E+01  9.792445E+00  1.701462E+01  8.019710E-01  2.011501E-01  
2954  -3.498684E-01  1.034239E-01  1.065907E-01  9.996913E-01  -4.664749E-01  1.999857E-01  4.046991E-02  4.040965E+00  9.651520E-02  5.882019E+00  2.040905E+00  7.505827E-01  1.184251E+00  1.246992E+00  7.966877E-01  6.811564E-01  4.718960E-01  7.759595E-04  2.392119E-02  1.932176E-01  1.072494E+01  3.031169E+01  4.704316E-01  4.817840E-01  3.279397E-01  4.002956E-02  6.005872E+00  4.989797E-01  4.636897E-01  3.790614E-01  8.424062E-01  2.432945E-01  6.983268E+00  6.766954E+00  5.178261E+00  6.886175E+00  -4.878518E-01  -4.008972E-01  1.046216E+00  9.923340E-01  1.880259E-01  1.417217E+00  5.249821E-01  1.062136E+00  4.914534E-01  4.825691E+02  2.063249E+00  4.572146E-02  5.503032E-03  4.930139E-01  4.775977E+00  4.908619E+00  1.418214E+00  1.299278E-01  1.769570E-01  1.967835E-01  1.494115E-01  7.921210E-02  1.954370E-01  6.699962E+00  1.698937E+01  9.792445E+00  1.701462E+01  8.019710E-01  2.011501E-01  
2955  -3.541802E-01  1.034239E-01  1.065907E-01  9.996913E-01  -9.836944E-01  1.999857E-01  4.046991E-02  4.040965E+00  9.651520E-02  5.882019E+00  2.040905E+00  7.505827E-01  1.184251E+00  1.246992E+00  7.966877E-01  6.811564E-01  4.718960E-01  7.759595E-04  2.392119E-02  1.932176E-01  1.072494E+01  3.031169E+01  4.704316E-01  4.817840E-01  3.279397E-01  4.002956E-02  6.005872E+00  4.989797E-01  4.636897E-01  3.790614E-01  8.424062E-01  2.432945E-01  6.983268E+00  6.766954E+00  5.178261E+00  6.886175E+00  -4.878518E-01  -4.008972E-01  1.046216E+00  9.923340E-01  1.880259E-01  1.417217E+00  5.249821E-01  1.062136E+00  4.914534E-01  4.825691E+02  2.063249E+00  4.572146E-02  5.503032E-03  4.930139E-01  4.775977E+00  4.908619E+00  1.418214E+00  1.299278E-01  1.578659E-01  1.967835E-01  1.494115E-01  7.921210E-02  1.954370E-01  6.699962E+00  1.698937E+01  9.792445E+00  1.701462E+01  8.019710E-01  2.011501E-01  
2956  -3.537271E-01  1.034239E-01  1.065907E-01  9.996913E-01  -9.836944E-01  1.999857E-01  4.046991E-02  4.040965E+00  9.651520E-02  5.882019E+00  2.040905E+00  7.505827E-01  1.184251E+00  1.246992E+00  7.966877E-01  6.811564E-01  4.718960E-01  7.759595E-04  2.392119E-02  1.932176E-01  1.072494E+01  3.031169E+01  4.704316E-01  4.817840E-01  3.279397E-01  4.002956E-02  6.005872E+00  4.989797E-01  4.636897E-01  3.790614E-01  8.424062E-01  2.432945E-01  6.983268E+00  6.766954E+00  5.178261E+00  6.886175E+00  -4.878518E-01  -4.008972E-01  1.046216E+00  9.923340E-01  1.880259E-01  1.417217E+00  5.249821E-01  1.062136E+00  4.914534E-01  4.825691E+02  2.063249E+00  4.572146E-02  5.503032E-03  4.930139E-01  4.775977E+00  4.908619E+00  1.418214E+00  1.299278E-01  1.578659E-01  1.747805E-01  1.494115E-01  7.921210E-02  1.954370E-01  6.699962E+00  1.698937E+01  9.792445E+00  1.701462E+01  8.019710E-01  2.011501E-01  
2957  -3.541355E-01  1.034239E-01  1.065907E-01  9.996913E-01  -9.836944E-01  1.999857E-01  4.046991E-02  4.040965E+00  9.651520E-02  5.882019E+00  2.040905E+00  7.505827E-01  1.184251E+00  1.246992E+00  7.639333E-01  6.811564E-01  4.718960E-01  7.759595E-04  2.392119E-02  1.932176E-01  1.072494E+01  3.031169E+01  4.704316E-01  4.817840E-01  3.279397E-01  4.002956E-02  6.005872E+00  4.989797E-01  4.636897E-01  3.790614E-01  8.424062E-01  2.432945E-01  6.983268E+00  6.766954E+00  5.178261E+00  6.886175E+00  -4.878518E-01  -4.008972E-01  1.046216E+00  9.923340E-01  1.880259E-01  1.417217E+00  5.249821E-01  1.062136E+00  4.914534E-01  4.825691E+02  2.063249E+00  4.572146E-02  5.503032E-03  4.930139E-01  4.775977E+00  4.908619E+00  1.418214E+00  1.299278E-01  1.578659E-01  1.967835E-01  1.494115E-01  7.921210E-02  1.954370E-01  6.699962E+00  1.698937E+01  9.792445E+00  1.701462E+01  8.019710E-01  2.011501E-01  
2958  -3.511557E-01  1.034239E-01  1.065907E-01  9.996913E-01  -9.836944E-01  1.999857E-01  4.046991E-02  4.040965E+00  9.651520E-02  5.882019E+00  2.040905E+00  7.505827E-01  1.184251E+00  1.246992E+00  7.966877E-01  6.811564E-01  4.718960E-01  7.759595E-04  2.392119E-02  1.932176E-01  1.072494E+01  3.031169E+01  4.704316E-01  4.817840E-01  3.279397E-01  4.002956E-02  6.005872E+00  4.989797E-01  4.636897E-01  3.790614E-01  8.424062E-01  2.432945E-01  6.983268E+00  6.766954E+00  5.178261E+00  6.886175E+00  -3.734142E-01  -4.008972E-01  1.046216E+00  9.923340E-01  1.880259E-01  1.417217E+00  5.249821E-01  1.062136E+00  4.914534E-01  4.825691E+02  2.063249E+00  4.572146E-02  5.503032E-03  4.930139E-01  4.775977E+00  4.908619E+00  1.418214E+00  1.299278E-01  1.578659E-01  1.967835E-01  1.494115E-01  7.921210E-02  1.954370E-01  6.699962E+00  1.698937E+01  9.792445E+00  1.701462E+01  8.019710E-01  2.011501E-01  
2959  -3.539053E-01  2.325173E-01  1.065907E-01  9.996913E-01  -9.836944E-01  1.999857E-01  4.046991E-02  4.040965E+00  9.651520E-02  5.882019E+00  2.040905E+00  7.505827E-01  1.184251E+00  1.246992E+00  7.966877E-01  6.811564E-01  4.718960E-01  7.759595E-04  2.392119E-02  1.932176E-01  1.072494E+01  3.031169E+01  4.704316E-01  4.817840E-01  3.279397E-01  4.002956E-02  6.005872E+00  4.989797E-01  4.636897E-01  3.790614E-01  8.424062E-01  2.432945E-01  6.983268E+00  6.766954E+00  5.178261E+00  6.886175E+00  -4.878518E-01  -4.008972E-01  1.046216E+00  9.923340E-01  1.880259E-01  1.417217E+00  5.249821E-01  1.062136E+00  4.914534E-01  4.825691E+02  2.063249E+00  4.572146E-02  5.503032E-03  4.930139E-01  4.775977E+00  4.908619E+00  1.418214E+00  1.299278E-01  1.578659E-01  1.967835E-01  1.494115E-01  7.921210E-02  1.954370E-01  6.699962E+00  1.698937E+01  9.792445E+00  1.701462E+01  8.019710E-01  2.011501E-01  
2960  -3.540907E-01  1.034239E-01  1.065907E-01  9.996913E-01  -9.836944E-01  1.999857E-01  4.046991E-02  4.040965E+00  9.651520E-02  5.882019E+00  2.040905E+00  7.505827E-01  1.184251E+00  1.246992E+00  7.966877E-01  7.256708E-01  4.718960E-01  7.759595E-04  2.392119E-02  1.932176E-01  1.072494E+01  3.031169E+01  4.704316E-01  4.817840E-01  3.279397E-01  4.002956E-02  6.005872E+00  4.989797E-01  4.636897E-01  3.790614E-01  8.424062E-01  2.432945E-01  6.983268E+00  6.766954E+00  5.178261E+00  6.886175E+00  -4.878518E-01  -4.008972E-01  1.046216E+00  9.923340E-01  1.880259E-01  1.417217E+00  5.249821E-01  1.062136E+00  4.914534E-01  4.825691E+02  2.063249E+00  4.572146E-02  5.503032E-03  4.930139E-01  4.775977E+00  4.908619E+00  1.418214E+00  1.299278E-01  1.578659E-01  1.967835E-01  1.494115E-01  7.921210E-02  1.954370E-01  6.699962E+00  1.698937E+01  9.792445E+00  1.701462E+01  8.019710E-01  2.011501E-01  
2961  -3.538311E-01  1.034239E-01  1.065907E-01  9.996913E-01  -9.836944E-01  1.999857E-01  4.046991E-02  4.040965E+00  9.651520E-02  5.882019E+00  2.040905E+00  7.505827E-01  1.184251E+00  1.246992E+00  7.966877E-01  6.811564E-01  4.718960E-01  7.759595E-04  2.392119E-02  1.932176E-01  1.217177E+01  3.031169E+01  4.704316E-01  4.817840E-01  3.279397E-01  4.002956E-02  6.005872E+00  4.989797E-01  4.636897E-01  3.790614E-01  8.424062E-01  2.432945E-01  6.983268E+00  6.766954E+00  5.178261E+00  6.886175E+00  -4.878518E-01  -4.008972E-01  1.046216E+00  9.923340E-01  1.880259E-01  1.417217E+00  5.249821E-01  1.062136E+00  4.914534E-01  4.825691E+02  2.063249E+00  4.572146E-02  5.503032E-03  4.930139E-01  4.775977E+00  4.908619E+00  1.418214E+00  1.299278E-01  1.578659E-01  1.967835E-01  1.494115E-01  7.921210E-02  1.954370E-01  6.699962E+00  1.698937E+01  9.792445E+00  1.701462E+01  8.019710E-01  2.011501E-01  
